timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606765505071,15,https://qaedge.certain.com/svcs/session_catalog/app/event/findByUUID?uuid=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-3877,text,true,,3061,854,3126,3126,https://qaautomation8.certain.com/svcs/session_catalog/app/event/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=57C75760-3C93-43B0-BE62-CC3135850273,15,0,0
1606765505087,9,https://qaedge.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=2519&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-3877,text,true,,779,833,3126,3126,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=1299&catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,9,0,0
1606765505097,16176,https://qaedge.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-3877,text,true,,500,942,4484,4484,https://qaautomation8.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,16176,0,0
1606765521273,3007,https://qaedge.certain.com/session_catalog/assets/i18n/en.json?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,304,Not Modified,Thread Group 1-3877,,true,,133,865,4730,4730,https://qaautomation8.certain.com/session_catalog/assets/i18n/en.json?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,0,0,0
1606765524280,11,https://qaedge.certain.com/svcs/session_catalog/app/2519/tracks?limit=-1&sort=trackName&trackName.dir=asc&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-3877,text,true,,754,849,4730,4730,https://qaautomation8.certain.com/svcs/session_catalog/app/1299/tracks?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&trackName.dir=asc&limit=-1&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&sort=trackName,11,0,0
1606765524291,10,https://qaedge.certain.com/svcs/session_catalog/app/confSessionTypes/list/2519?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-3877,text,true,,1514,822,4731,4731,https://qaautomation8.certain.com/svcs/session_catalog/app/confSessionTypes/list/1299?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,10,0,0
1606765524302,3953,https://qaedge.certain.com/svcs/session_catalog/app/conference_locations/list?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,500,Internal Server Error,Thread Group 1-3877,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,504,938,5015,5015,https://qaautomation8.certain.com/svcs/session_catalog/app/conference_locations/list?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,3953,0,0
1606765522509,5747,Open Catalog,500,"Number of samples in transaction : 7, number of failing samples : 1",Thread Group 1-8556,,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,49368,4122,5015,5015,null,0,2,38
1606765522509,62,https://qaedge.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=undefined,200,OK,Thread Group 1-8556,text,true,,39556,488,4588,4588,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=undefined,51,0,38
1606765522572,10,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SPEAKER&eventUUID=undefined,200,OK,Thread Group 1-8556,text,true,,1136,558,4588,4588,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SPEAKER,10,0,0
1606765522583,10,https://qaedge.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SESSION&isCustomFieldUsedInLayout=true&eventUUID=undefined,200,OK,Thread Group 1-8556,text,true,,2085,589,4589,4589,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&isCustomFieldUsedInLayout=true&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SESSION,10,0,0
1606765522593,10,https://qaedge.certain.com/svcs/session_catalog/app/account/findByUUID?uuid=8CEF4BFC-D1BF-441E-872F-160F92F45497&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8556,text,true,,2248,590,4590,4590,https://qaautomation8.certain.com/svcs/session_catalog/app/account/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=22CD28CA-EBBA-4618-8014-3F560313CEC4,10,0,0
1606765522603,11,https://qaedge.certain.com/svcs/session_catalog/app/event/findByUUID?uuid=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8556,text,true,,3061,588,4591,4591,https://qaautomation8.certain.com/svcs/session_catalog/app/event/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=57C75760-3C93-43B0-BE62-CC3135850273,11,0,0
1606765522614,10,https://qaedge.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=2519&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8556,text,true,,779,567,4593,4593,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=1299&catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,10,0,0
1606765522624,5634,https://qaedge.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,500,Internal Server Error,Thread Group 1-8556,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,503,742,5015,5015,https://qaautomation8.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,5634,0,0
1606765523443,4815,Click SSO Login,500,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-4798,,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,504,752,5013,5013,null,0,1,0
1606765523443,4815,https://qaedge.certain.com/svcs/catalog_sso/handleRequest/23?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&destination=login,500,Internal Server Error,Thread Group 1-4798,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,504,752,5013,5013,https://qaautomation8.certain.com/svcs/catalog_sso/handleRequest/8?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&destination=login,4815,0,0
1606765522823,5434,Open Catalog,500,"Number of samples in transaction : 7, number of failing samples : 1",Thread Group 1-8582,,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,49369,4122,5012,5012,null,0,3,42
1606765522823,65,https://qaedge.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=undefined,200,OK,Thread Group 1-8582,text,true,,39556,488,4616,4616,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=undefined,57,0,42
1606765522890,669,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SPEAKER&eventUUID=undefined,200,OK,Thread Group 1-8582,text,true,,1136,558,4671,4671,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SPEAKER,669,0,0
1606765523559,36,https://qaedge.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SESSION&isCustomFieldUsedInLayout=true&eventUUID=undefined,200,OK,Thread Group 1-8582,text,true,,2085,589,4675,4675,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&isCustomFieldUsedInLayout=true&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SESSION,36,0,0
1606765523595,25,https://qaedge.certain.com/svcs/session_catalog/app/account/findByUUID?uuid=8CEF4BFC-D1BF-441E-872F-160F92F45497&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8582,text,true,,2248,590,4677,4677,https://qaautomation8.certain.com/svcs/session_catalog/app/account/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=22CD28CA-EBBA-4618-8014-3F560313CEC4,25,0,0
1606765523620,15,https://qaedge.certain.com/svcs/session_catalog/app/event/findByUUID?uuid=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8582,text,true,,3061,588,4678,4678,https://qaautomation8.certain.com/svcs/session_catalog/app/event/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=57C75760-3C93-43B0-BE62-CC3135850273,15,0,0
1606765523635,17,https://qaedge.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=2519&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8582,text,true,,779,567,4680,4680,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=1299&catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,17,0,0
1606765523653,4607,https://qaedge.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,500,Internal Server Error,Thread Group 1-8582,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,504,742,5012,5012,https://qaautomation8.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,4607,0,0
1606765523509,4748,Open Catalog,500,"Number of samples in transaction : 7, number of failing samples : 1",Thread Group 1-8609,,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,49369,4122,5012,5012,null,0,3,49
1606765523510,70,https://qaedge.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=undefined,200,OK,Thread Group 1-8609,text,true,,39556,488,4674,4674,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=undefined,64,0,49
1606765523582,13,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SPEAKER&eventUUID=undefined,200,OK,Thread Group 1-8609,text,true,,1136,558,4675,4675,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SPEAKER,13,0,0
1606765523595,12,https://qaedge.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SESSION&isCustomFieldUsedInLayout=true&eventUUID=undefined,200,OK,Thread Group 1-8609,text,true,,2085,589,4676,4676,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&isCustomFieldUsedInLayout=true&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SESSION,12,0,0
1606765523607,8,https://qaedge.certain.com/svcs/session_catalog/app/account/findByUUID?uuid=8CEF4BFC-D1BF-441E-872F-160F92F45497&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8609,text,true,,2248,590,4676,4676,https://qaautomation8.certain.com/svcs/session_catalog/app/account/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=22CD28CA-EBBA-4618-8014-3F560313CEC4,8,0,0
1606765523615,8,https://qaedge.certain.com/svcs/session_catalog/app/event/findByUUID?uuid=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8609,text,true,,3061,588,4677,4677,https://qaautomation8.certain.com/svcs/session_catalog/app/event/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=57C75760-3C93-43B0-BE62-CC3135850273,8,0,0
1606765523623,8,https://qaedge.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=2519&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8609,text,true,,779,567,4678,4678,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=1299&catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,8,0,0
1606765523631,4629,https://qaedge.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,500,Internal Server Error,Thread Group 1-8609,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,504,742,5012,5012,https://qaautomation8.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,4629,0,0
1606765523455,4804,Open Catalog,500,"Number of samples in transaction : 7, number of failing samples : 1",Thread Group 1-8605,,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,49369,4122,5010,5010,null,0,5,36
1606765523456,55,https://qaedge.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=undefined,200,OK,Thread Group 1-8605,text,true,,39556,488,4658,4658,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=undefined,46,0,36
1606765523513,13,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SPEAKER&eventUUID=undefined,200,OK,Thread Group 1-8605,text,true,,1136,558,4667,4667,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SPEAKER,13,0,0
1606765523527,9,https://qaedge.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SESSION&isCustomFieldUsedInLayout=true&eventUUID=undefined,200,OK,Thread Group 1-8605,text,true,,2085,589,4667,4667,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&isCustomFieldUsedInLayout=true&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SESSION,9,0,0
1606765523536,14,https://qaedge.certain.com/svcs/session_catalog/app/account/findByUUID?uuid=8CEF4BFC-D1BF-441E-872F-160F92F45497&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8605,text,true,,2248,590,4670,4670,https://qaautomation8.certain.com/svcs/session_catalog/app/account/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=22CD28CA-EBBA-4618-8014-3F560313CEC4,14,0,0
1606765523550,8,https://qaedge.certain.com/svcs/session_catalog/app/event/findByUUID?uuid=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8605,text,true,,3061,588,4670,4670,https://qaautomation8.certain.com/svcs/session_catalog/app/event/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=57C75760-3C93-43B0-BE62-CC3135850273,8,0,0
1606765523559,8,https://qaedge.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=2519&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8605,text,true,,779,567,4673,4673,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=1299&catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,8,0,0
1606765523567,4697,https://qaedge.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,500,Internal Server Error,Thread Group 1-8605,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,504,742,5010,5010,https://qaautomation8.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,4697,0,0
1606765523506,4756,Open Catalog,500,"Number of samples in transaction : 7, number of failing samples : 1",Thread Group 1-8633,,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,49368,4122,5009,5009,null,0,4,38
1606765523507,53,https://qaedge.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=undefined,200,OK,Thread Group 1-8633,text,true,,39556,488,4672,4672,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=undefined,47,0,38
1606765523562,23,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SPEAKER&eventUUID=undefined,200,OK,Thread Group 1-8633,text,true,,1136,558,4674,4674,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SPEAKER,23,0,0
1606765523585,21,https://qaedge.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SESSION&isCustomFieldUsedInLayout=true&eventUUID=undefined,200,OK,Thread Group 1-8633,text,true,,2085,589,4676,4676,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&isCustomFieldUsedInLayout=true&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SESSION,21,0,0
1606765523606,10,https://qaedge.certain.com/svcs/session_catalog/app/account/findByUUID?uuid=8CEF4BFC-D1BF-441E-872F-160F92F45497&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8633,text,true,,2248,590,4676,4676,https://qaautomation8.certain.com/svcs/session_catalog/app/account/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=22CD28CA-EBBA-4618-8014-3F560313CEC4,10,0,0
1606765523616,14,https://qaedge.certain.com/svcs/session_catalog/app/event/findByUUID?uuid=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8633,text,true,,3061,588,4678,4678,https://qaautomation8.certain.com/svcs/session_catalog/app/event/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=57C75760-3C93-43B0-BE62-CC3135850273,14,0,0
1606765523630,9,https://qaedge.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=2519&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8633,text,true,,779,567,4679,4679,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=1299&catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,9,0,0
1606765523639,4626,https://qaedge.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,500,Internal Server Error,Thread Group 1-8633,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,503,742,5009,5009,https://qaautomation8.certain.com/svcs/session_catalog/app/es/instanceList?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,4626,0,0
1606765522029,6234,Open Catalog,500,"Number of samples in transaction : 7, number of failing samples : 1",Thread Group 1-8486,,false,Test failed: code expected something using /200/	Test failed: code expected something using /304/	Test failed: code expected something using /307/	,49368,4122,5008,5008,null,0,3,38
1606765522029,59,https://qaedge.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=undefined,200,OK,Thread Group 1-8486,text,true,,39556,488,4547,4547,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionCatalog?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=undefined,48,0,38
1606765522090,10,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SPEAKER&eventUUID=undefined,200,OK,Thread Group 1-8486,text,true,,1136,558,4549,4549,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SPEAKER,10,0,0
1606765522100,12,https://qaedge.certain.com/svcs/session_catalog/app/confCustomField?active=true&limit=-1&name=&name.dir=asc&page=0&sort=name&eventId=2519&objectType=SESSION&isCustomFieldUsedInLayout=true&eventUUID=undefined,200,OK,Thread Group 1-8486,text,true,,2085,589,4550,4550,https://qaautomation8.certain.com/svcs/session_catalog/app/confCustomField?eventId=1299&isCustomFieldUsedInLayout=true&limit=-1&name=&active=true&name.dir=asc&eventUUID=undefined&page=0&sort=name&objectType=SESSION,12,0,0
1606765522113,11,https://qaedge.certain.com/svcs/session_catalog/app/account/findByUUID?uuid=8CEF4BFC-D1BF-441E-872F-160F92F45497&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8486,text,true,,2248,590,4552,4552,https://qaautomation8.certain.com/svcs/session_catalog/app/account/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=22CD28CA-EBBA-4618-8014-3F560313CEC4,11,0,0
1606765522124,8,https://qaedge.certain.com/svcs/session_catalog/app/event/findByUUID?uuid=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8486,text,true,,3061,588,4553,4553,https://qaautomation8.certain.com/svcs/session_catalog/app/event/findByUUID?catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273&uuid=57C75760-3C93-43B0-BE62-CC3135850273,8,0,0
1606765522132,8,https://qaedge.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=2519&catalogUUID=E484CF28-5849-4EF8-AACD-63CE8244B869&eventUUID=D732EF3D-F07B-4B1B-B657-2BA2A893C2DE,200,OK,Thread Group 1-8486,text,true,,779,567,4554,4554,https://qaautomation8.certain.com/svcs/session_catalog/app/sessionInstanceDateList/?eventId=1299&catalogUUID=1AFFA61C-9C32-4841-90F4-F626B964E775&eventUUID=57C75760-3C93-43B0-BE62-CC3135850273,8,0,0
